product_id,product_name,category,subcategory,brand,sku,mrp,selling_price,cost_price,gst_rate,hsn_code,weight_grams,supplier_id,rating,review_count,is_active,launch_date
PRD0163,Reliance Lehenga Base,Fashion,Lehenga,Reliance,SKU-FAS-00163,481,417,300,5,7819,3000,SUP0011,4.4,1693,1,30-12-2022
PRD0164,Polycab Lehenga Pro,Fashion,Lehenga,Polycab,SKU-FAS-00164,5826,4218,2737,5,9190,250,SUP0156,4.3,2472,1,03-07-2021
PRD0165,Hero Lehenga Base,Fashion,Lehenga,Hero,SKU-FAS-00165,3104,2224,1313,5,9842,5000,SUP0026,3.6,1709,1,25-07-2022
PRD0166,Hindusta Unilever Lehenga Classic,Fashion,Lehenga,Hindusta Unilever,SKU-FAS-00166,15596,11526,6271,5,1706,100,SUP0126,4.3,2340,1,20-11-2022
PRD0167,Syska Lehenga Elite,Fashion,Lehenga,Syska,SKU-FAS-00167,1140,1008,548,5,1476,3000,SUP0006,4.1,585,1,21-12-2023
PRD0168,Voltas Lehenga Standard,Fashion,Lehenga,Voltas,SKU-FAS-00168,8307,7164,3994,5,2804,1500,SUP0164,3.6,1947,1,07-08-2022
PRD0169,Dabur Lehenga Pro,Fashion,Lehenga,Dabur,SKU-FAS-00169,1865,1503,1086,5,3374,750,SUP0126,4.8,3732,1,28-07-2023
PRD0170,Hero Lehenga Max,Fashion,Lehenga,Hero,SKU-FAS-00170,12865,10654,6221,5,1525,100,SUP0082,3.7,915,1,19-01-2024
PRD0171,Havells Sherwani Lite,Fashion,Sherwani,Havells,SKU-FAS-00171,5328,3901,2720,5,3784,5000,SUP0156,4.7,713,1,27-05-2024
PRD0172,Godrej Sherwani Ultra,Fashion,Sherwani,Godrej,SKU-FAS-00172,12409,9991,5031,5,8014,750,SUP0123,3.6,3562,1,17-10-2024
PRD0173,Zebronics Sherwani Pro,Fashion,Sherwani,Zebronics,SKU-FAS-00173,468,382,285,5,9261,100,SUP0006,3.9,3235,1,20-05-2025
PRD0174,Noise Sherwani Pro,Fashion,Sherwani,Noise,SKU-FAS-00174,4768,4239,2854,5,7662,750,SUP0172,3.4,2428,1,26-12-2021
PRD0175,Titan Sherwani Base,Fashion,Sherwani,Titan,SKU-FAS-00175,3866,2949,2025,5,1399,3000,SUP0191,4.0,1140,1,02-10-2023
PRD0176,Usha Sherwani Pro,Fashion,Sherwani,Usha,SKU-FAS-00176,13096,10568,7557,5,2158,2000,SUP0162,4.7,2732,1,21-02-2023
PRD0177,Berger Sherwani Base,Fashion,Sherwani,Berger,SKU-FAS-00177,16239,11735,8198,5,2326,1500,SUP0146,4.5,454,1,05-04-2025
PRD0178,Bajaj Sherwani Base,Fashion,Sherwani,Bajaj,SKU-FAS-00178,2571,2117,1080,5,7003,500,SUP0123,4.3,553,1,17-08-2022
PRD0179,Marico Sherwani Base,Fashion,Sherwani,Marico,SKU-FAS-00179,10365,9140,6560,5,4437,750,SUP0126,3.7,2195,1,07-11-2023
PRD0180,HDFC Sherwani Elite,Fashion,Sherwani,HDFC,SKU-FAS-00180,7711,6407,4047,5,3010,3000,SUP0126,4.4,4370,1,05-01-2024
PRD0181,HDFC Kurti Plus,Fashion,Kurti,HDFC,SKU-FAS-00181,4627,3384,1759,5,3929,1000,SUP0123,4.8,635,1,10-01-2023
PRD0182,Hindusta Unilever Kurti Elite,Fashion,Kurti,Hindusta Unilever,SKU-FAS-00182,9653,8430,6221,5,1371,1000,SUP0058,3.9,4440,0,19-02-2024
PRD0183,V-Guard Kurti Max,Fashion,Kurti,V-Guard,SKU-FAS-00183,16018,12385,6387,5,4806,5000,SUP0086,4.3,3377,1,25-02-2025
PRD0184,Voltas Kurti Elite,Fashion,Kurti,Voltas,SKU-FAS-00184,10561,8264,5871,5,8295,3000,SUP0169,3.7,1085,1,13-03-2023
PRD0185,Pidilite Kurti Pro,Fashion,Kurti,Pidilite,SKU-FAS-00185,4998,4014,2155,5,5659,3000,SUP0086,4.8,1322,1,29-01-2023
PRD0186,Hindusta Unilever Kurti Standard,Fashion,Kurti,Hindusta Unilever,SKU-FAS-00186,3443,2940,1892,5,8223,1000,SUP0006,3.8,1685,1,03-09-2021
PRD0187,Crompton Kurti Lite,Fashion,Kurti,Crompton,SKU-FAS-00187,3298,2722,1724,5,2990,100,SUP0146,3.9,4096,1,18-01-2024
PRD0188,Reliance Kurti Standard,Fashion,Kurti,Reliance,SKU-FAS-00188,15669,12398,8205,5,5842,3000,SUP0139,4.7,4704,1,24-08-2024
PRD0189,V-Guard Kurti Classic,Fashion,Kurti,V-Guard,SKU-FAS-00189,7641,5848,4240,5,3284,5000,SUP0170,3.4,208,1,18-09-2022
PRD0190,Amul Kurti Max,Fashion,Kurti,Amul,SKU-FAS-00190,6303,5646,3646,5,4639,1000,SUP0162,3.5,689,1,23-12-2023
PRD0191,Amul Sports Shoes Standard,Fashion,Sports Shoes,Amul,SKU-FAS-00191,10579,8684,5651,5,9381,100,SUP0126,4.7,2962,1,16-11-2023
PRD0192,Usha Sports Shoes Ultra,Fashion,Sports Shoes,Usha,SKU-FAS-00192,590,498,370,5,2435,750,SUP0104,4.4,3644,1,23-10-2023
PRD0193,ITC Sports Shoes Premium,Fashion,Sports Shoes,ITC,SKU-FAS-00193,17797,13499,9208,5,7786,500,SUP0193,4.6,4903,1,23-08-2022
PRD0194,Pebble Sports Shoes Premium,Fashion,Sports Shoes,Pebble,SKU-FAS-00194,6488,5794,3025,5,7708,1000,SUP0147,3.9,4558,1,30-08-2024
PRD0195,Maruti Sports Shoes Classic,Fashion,Sports Shoes,Maruti,SKU-FAS-00195,16924,13935,7114,5,5947,1000,SUP0146,4.0,3801,1,29-06-2021
PRD0196,Titan Sports Shoes Plus,Fashion,Sports Shoes,Titan,SKU-FAS-00196,14573,10793,7160,5,5713,2000,SUP0126,3.5,2009,1,12-01-2023
PRD0197,Ambrane Sports Shoes Base,Fashion,Sports Shoes,Ambrane,SKU-FAS-00197,15123,12514,7621,5,5225,3000,SUP0126,4.9,984,1,14-09-2024
PRD0198,Pidilite Sports Shoes Standard,Fashion,Sports Shoes,Pidilite,SKU-FAS-00198,3781,2967,1825,5,3219,1500,SUP0046,3.5,2238,1,17-01-2025
PRD0199,Asian Paints Sports Shoes Elite,Fashion,Sports Shoes,Asian Paints,SKU-FAS-00199,6391,5077,2784,5,4002,250,SUP0011,4.2,1374,1,02-04-2023
PRD0200,Titan Sports Shoes Standard,Fashion,Sports Shoes,Titan,SKU-FAS-00200,6196,4746,2486,5,6761,500,SUP0169,3.2,4249,1,13-03-2024
PRD0201,ITC Pressure Cooker Max,Home & Kitchen,Pressure Cooker,ITC,SKU-HOM-00201,4142,3555,2516,12,9612,5000,SUP0154,4.4,938,1,27-11-2021
PRD0202,HCL Pressure Cooker Standard,Home & Kitchen,Pressure Cooker,HCL,SKU-HOM-00202,955,768,410,12,8240,5000,SUP0116,4.5,2807,1,09-03-2023
PRD0203,Wipro Pressure Cooker Lite,Home & Kitchen,Pressure Cooker,Wipro,SKU-HOM-00203,8522,7485,5030,12,6036,500,SUP0199,3.6,648,1,07-02-2022
PRD0204,boAt Pressure Cooker Pro,Home & Kitchen,Pressure Cooker,boAt,SKU-HOM-00204,15945,14330,10006,12,9412,100,SUP0067,4.0,2077,1,03-03-2023
PRD0205,Infosys Pressure Cooker Base,Home & Kitchen,Pressure Cooker,Infosys,SKU-HOM-00205,5855,4255,3086,12,4027,1500,SUP0095,3.2,1197,1,13-01-2023
PRD0206,Crompton Pressure Cooker Max,Home & Kitchen,Pressure Cooker,Crompton,SKU-HOM-00206,7406,5460,3419,12,2119,250,SUP0174,4.6,119,1,21-07-2022
PRD0207,Crossbeats Pressure Cooker Max,Home & Kitchen,Pressure Cooker,Crossbeats,SKU-HOM-00207,473,340,248,12,8777,1500,SUP0067,4.4,1521,1,29-01-2022
PRD0208,Crompton Pressure Cooker Max,Home & Kitchen,Pressure Cooker,Crompton,SKU-HOM-00208,15509,12638,7606,12,6149,250,SUP0154,4.0,4262,1,03-07-2023
PRD0209,Mivi Pressure Cooker Classic,Home & Kitchen,Pressure Cooker,Mivi,SKU-HOM-00209,26537,23861,12620,12,5646,3000,SUP0119,4.2,2560,1,20-12-2023
PRD0210,Polycab Pressure Cooker Max,Home & Kitchen,Pressure Cooker,Polycab,SKU-HOM-00210,13565,9721,6942,12,8793,1500,SUP0133,3.5,4032,1,13-09-2023
PRD0211,Amul Mixer Grinder Base,Home & Kitchen,Mixer Grinder,Amul,SKU-HOM-00211,4692,4105,3055,12,3764,250,SUP0132,3.8,1635,1,24-10-2024
PRD0212,Dabur Mixer Grinder Base,Home & Kitchen,Mixer Grinder,Dabur,SKU-HOM-00212,18597,14115,9152,12,7557,1500,SUP0114,4.0,4946,0,12-03-2024
PRD0213,Hindusta Unilever Mixer Grinder Classic,Home & Kitchen,Mixer Grinder,Hindusta Unilever,SKU-HOM-00213,17094,15096,9424,12,3205,100,SUP0114,3.4,437,1,09-04-2024
PRD0214,Maruti Mixer Grinder Lite,Home & Kitchen,Mixer Grinder,Maruti,SKU-HOM-00214,16320,12737,7332,12,2578,250,SUP0119,4.3,4264,1,03-02-2024
PRD0215,Noise Mixer Grinder Standard,Home & Kitchen,Mixer Grinder,Noise,SKU-HOM-00215,20352,16263,11422,12,9856,5000,SUP0155,3.2,263,0,22-02-2022
PRD0216,Voltas Mixer Grinder Pro,Home & Kitchen,Mixer Grinder,Voltas,SKU-HOM-00216,15446,12530,6819,12,5965,500,SUP0028,4.0,1106,1,29-08-2023
PRD0217,Wipro Mixer Grinder Elite,Home & Kitchen,Mixer Grinder,Wipro,SKU-HOM-00217,24537,18839,12647,12,8697,3000,SUP0196,4.2,1285,1,03-09-2023
PRD0218,Portronics Mixer Grinder Ultra,Home & Kitchen,Mixer Grinder,Portronics,SKU-HOM-00218,16163,12578,7296,12,1461,100,SUP0130,3.4,3006,1,01-10-2024
PRD0219,Havells Mixer Grinder Standard,Home & Kitchen,Mixer Grinder,Havells,SKU-HOM-00219,14305,12669,7639,12,1924,750,SUP0130,3.6,2561,1,03-05-2025
PRD0220,Titan Mixer Grinder Elite,Home & Kitchen,Mixer Grinder,Titan,SKU-HOM-00220,4743,3949,2296,12,8551,2000,SUP0020,4.2,3455,1,19-05-2025
PRD0221,Tata Rice Cooker Standard,Home & Kitchen,Rice Cooker,Tata,SKU-HOM-00221,12824,10570,6797,12,9001,250,SUP0132,4.4,1691,1,18-04-2024
PRD0222,ITC Rice Cooker Max,Home & Kitchen,Rice Cooker,ITC,SKU-HOM-00222,24207,20345,12700,12,2234,5000,SUP0133,3.6,2177,1,10-09-2024
PRD0223,Dabur Rice Cooker Base,Home & Kitchen,Rice Cooker,Dabur,SKU-HOM-00223,27335,20664,10821,12,6518,1000,SUP0060,3.3,4355,1,27-08-2022
PRD0224,HDFC Rice Cooker Ultra,Home & Kitchen,Rice Cooker,HDFC,SKU-HOM-00224,29027,21548,13106,12,9846,1500,SUP0154,3.5,3300,1,14-05-2024
PRD0225,Mivi Rice Cooker Elite,Home & Kitchen,Rice Cooker,Mivi,SKU-HOM-00225,8343,6116,4377,12,9178,750,SUP0190,4.3,3833,1,20-01-2025
PRD0226,Gizmore Rice Cooker Pro,Home & Kitchen,Rice Cooker,Gizmore,SKU-HOM-00226,19892,14411,9087,12,6968,3000,SUP0190,3.5,1237,1,28-02-2023
PRD0227,Voltas Rice Cooker Ultra,Home & Kitchen,Rice Cooker,Voltas,SKU-HOM-00227,2980,2310,1630,12,3631,1000,SUP0133,4.4,1939,1,11-02-2022
PRD0228,Tata Rice Cooker Classic,Home & Kitchen,Rice Cooker,Tata,SKU-HOM-00228,11042,8246,5123,12,8145,2000,SUP0116,4.3,308,1,03-01-2023
PRD0229,Pidilite Rice Cooker Pro,Home & Kitchen,Rice Cooker,Pidilite,SKU-HOM-00229,12068,9301,6891,12,8960,100,SUP0089,3.3,692,1,24-02-2023
PRD0230,Polycab Rice Cooker Premium,Home & Kitchen,Rice Cooker,Polycab,SKU-HOM-00230,15758,12108,8908,12,3302,750,SUP0060,3.4,4103,0,27-05-2024
PRD0231,Portronics Water Purifier Max,Home & Kitchen,Water Purifier,Portronics,SKU-HOM-00231,20466,17410,11315,12,6134,1500,SUP0060,4.6,3199,1,20-10-2022
PRD0232,Hindusta Unilever Water Purifier Classic,Home & Kitchen,Water Purifier,Hindusta Unilever,SKU-HOM-00232,4263,3699,2227,12,1916,3000,SUP0114,4.1,930,1,08-11-2023
PRD0233,Marico Water Purifier Standard,Home & Kitchen,Water Purifier,Marico,SKU-HOM-00233,12682,9299,5754,12,7025,1000,SUP0072,3.2,4967,1,11-03-2025
PRD0234,Marico Water Purifier Standard,Home & Kitchen,Water Purifier,Marico,SKU-HOM-00234,10744,8488,6160,12,2999,5000,SUP0116,4.7,3629,1,06-09-2023
PRD0235,Amul Water Purifier Lite,Home & Kitchen,Water Purifier,Amul,SKU-HOM-00235,29257,24993,18219,12,6196,2000,SUP0095,4.5,2249,1,26-03-2024
PRD0236,Polycab Water Purifier Lite,Home & Kitchen,Water Purifier,Polycab,SKU-HOM-00236,14600,11101,7488,12,9295,250,SUP0067,3.8,4937,1,19-07-2024
PRD0237,Syska Water Purifier Lite,Home & Kitchen,Water Purifier,Syska,SKU-HOM-00237,25465,22979,15109,12,3229,100,SUP0028,3.9,2508,1,09-12-2021
PRD0238,Marico Water Purifier Lite,Home & Kitchen,Water Purifier,Marico,SKU-HOM-00238,22495,17119,12184,12,7722,1500,SUP0190,4.0,1098,1,01-05-2025
PRD0239,Voltas Water Purifier Standard,Home & Kitchen,Water Purifier,Voltas,SKU-HOM-00239,10937,9432,5144,12,7182,750,SUP0133,3.2,193,0,08-02-2025
PRD0240,Dabur Water Purifier Ultra,Home & Kitchen,Water Purifier,Dabur,SKU-HOM-00240,4335,3114,2102,12,3764,100,SUP0095,3.9,3518,1,25-04-2022
PRD0241,ITC Air Purifier Elite,Home & Kitchen,Air Purifier,ITC,SKU-HOM-00241,21325,18786,11436,12,8433,3000,SUP0199,3.4,1669,1,21-12-2022
PRD0242,Noise Air Purifier Base,Home & Kitchen,Air Purifier,Noise,SKU-HOM-00242,14486,12718,7044,12,5636,750,SUP0095,3.9,3351,1,21-08-2021
PRD0243,Marico Air Purifier Standard,Home & Kitchen,Air Purifier,Marico,SKU-HOM-00243,25248,20439,13197,12,8506,250,SUP0101,3.2,1096,1,13-05-2025
PRD0244,Godrej Air Purifier Base,Home & Kitchen,Air Purifier,Godrej,SKU-HOM-00244,28642,23573,13296,12,2561,5000,SUP0133,3.3,2731,0,13-02-2024
PRD0245,Ambrane Air Purifier Pro,Home & Kitchen,Air Purifier,Ambrane,SKU-HOM-00245,31058,23450,13212,12,7241,1000,SUP0028,4.9,3043,1,12-08-2024
PRD0246,Maruti Air Purifier Standard,Home & Kitchen,Air Purifier,Maruti,SKU-HOM-00246,10045,8728,6279,12,3161,250,SUP0148,3.7,4350,1,09-12-2022
PRD0247,Mahindra Air Purifier Standard,Home & Kitchen,Air Purifier,Mahindra,SKU-HOM-00247,5485,4389,3210,12,5635,1000,SUP0114,4.2,2165,1,03-12-2023
PRD0248,Noise Air Purifier Classic,Home & Kitchen,Air Purifier,Noise,SKU-HOM-00248,6529,5155,2646,12,3435,100,SUP0196,3.6,298,1,24-05-2022
PRD0249,Bajaj Electricals Air Purifier Pro,Home & Kitchen,Air Purifier,Bajaj Electricals,SKU-HOM-00249,5594,4000,2441,12,8949,3000,SUP0148,4.0,1217,1,01-01-2022
PRD0250,Asian Paints Air Purifier Ultra,Home & Kitchen,Air Purifier,Asian Paints,SKU-HOM-00250,8262,6118,3920,12,4479,100,SUP0154,4.1,4680,1,28-11-2021
PRD0251,Noise Ceiling Fan Pro,Home & Kitchen,Ceiling Fan,Noise,SKU-HOM-00251,25250,22379,12779,12,2998,2000,SUP0119,3.8,873,1,04-05-2022
PRD0252,Syska Ceiling Fan Ultra,Home & Kitchen,Ceiling Fan,Syska,SKU-HOM-00252,30355,23389,15168,12,1095,1500,SUP0136,4.8,3716,1,01-09-2024
PRD0253,Bajaj Ceiling Fan Plus,Home & Kitchen,Ceiling Fan,Bajaj,SKU-HOM-00253,25225,21289,13556,12,7248,250,SUP0028,3.9,1463,1,18-09-2023
PRD0254,Godrej Ceiling Fan Ultra,Home & Kitchen,Ceiling Fan,Godrej,SKU-HOM-00254,6737,5538,3665,12,3525,250,SUP0132,3.7,3546,1,21-03-2023
PRD0255,HCL Ceiling Fan Elite,Home & Kitchen,Ceiling Fan,HCL,SKU-HOM-00255,15549,11964,6579,12,8298,2000,SUP0130,4.0,4617,1,25-12-2021
PRD0256,Usha Ceiling Fan Premium,Home & Kitchen,Ceiling Fan,Usha,SKU-HOM-00256,23481,20314,10629,12,9410,1500,SUP0190,4.9,1841,1,07-05-2022
PRD0257,Pebble Ceiling Fan Plus,Home & Kitchen,Ceiling Fan,Pebble,SKU-HOM-00257,3502,2950,2144,12,8825,1000,SUP0133,3.5,1051,1,01-03-2023
PRD0258,Bajaj Electricals Ceiling Fan Plus,Home & Kitchen,Ceiling Fan,Bajaj Electricals,SKU-HOM-00258,12554,9881,7206,12,9411,250,SUP0155,4.1,3388,1,08-03-2025
PRD0259,Pidilite Ceiling Fan Elite,Home & Kitchen,Ceiling Fan,Pidilite,SKU-HOM-00259,13936,11846,5971,12,8583,500,SUP0060,4.5,3224,1,24-10-2023
PRD0260,Voltas Ceiling Fan Classic,Home & Kitchen,Ceiling Fan,Voltas,SKU-HOM-00260,25606,19440,12751,12,5342,1500,SUP0196,4.8,1538,1,01-12-2021
PRD0261,Pidilite Table Fan Pro,Home & Kitchen,Table Fan,Pidilite,SKU-HOM-00261,25201,22265,11165,12,2911,100,SUP0155,3.5,3913,1,01-10-2023
PRD0262,Ambrane Table Fan Base,Home & Kitchen,Table Fan,Ambrane,SKU-HOM-00262,29885,23985,14155,12,7471,1000,SUP0174,3.3,1111,1,08-02-2022
PRD0263,Hero Table Fan Lite,Home & Kitchen,Table Fan,Hero,SKU-HOM-00263,1252,1077,713,12,8139,5000,SUP0190,3.5,2470,1,23-04-2022
PRD0264,Tata Table Fan Classic,Home & Kitchen,Table Fan,Tata,SKU-HOM-00264,4616,4015,2974,12,8724,100,SUP0072,4.7,4799,1,17-02-2023
PRD0265,Finolex Table Fan Premium,Home & Kitchen,Table Fan,Finolex,SKU-HOM-00265,2240,1867,1390,12,9121,5000,SUP0067,4.9,308,1,15-03-2024
PRD0266,Gizmore Table Fan Max,Home & Kitchen,Table Fan,Gizmore,SKU-HOM-00266,30772,22437,15225,12,9655,100,SUP0148,3.9,2592,1,24-12-2022
PRD0267,boAt Table Fan Standard,Home & Kitchen,Table Fan,boAt,SKU-HOM-00267,5031,4030,2466,12,8147,100,SUP0190,3.5,1579,1,08-12-2023
PRD0268,Dabur Table Fan Base,Home & Kitchen,Table Fan,Dabur,SKU-HOM-00268,26706,19455,13878,12,8675,500,SUP0119,4.7,3202,0,02-04-2025
PRD0269,Usha Table Fan Base,Home & Kitchen,Table Fan,Usha,SKU-HOM-00269,21004,15676,8650,12,2412,3000,SUP0089,3.4,1639,1,27-03-2024
PRD0270,Polycab Table Fan Elite,Home & Kitchen,Table Fan,Polycab,SKU-HOM-00270,19506,16377,8381,12,1297,1500,SUP0095,4.7,2929,1,16-06-2022
PRD0271,HDFC LED Bulb Max,Home & Kitchen,LED Bulb,HDFC,SKU-HOM-00271,13846,11265,5972,12,4671,3000,SUP0174,3.6,2792,1,27-09-2021
PRD0272,Hindusta Unilever LED Bulb Plus,Home & Kitchen,LED Bulb,Hindusta Unilever,SKU-HOM-00272,31073,22813,15435,12,8173,3000,SUP0174,4.8,913,0,25-11-2024
PRD0273,Infosys LED Bulb Lite,Home & Kitchen,LED Bulb,Infosys,SKU-HOM-00273,20727,18630,12248,12,4365,1500,SUP0067,3.5,2398,1,25-04-2024
PRD0274,Infosys LED Bulb Lite,Home & Kitchen,LED Bulb,Infosys,SKU-HOM-00274,6799,5254,2788,12,4307,3000,SUP0119,4.8,58,1,19-02-2024
PRD0275,Fire-Boltt LED Bulb Premium,Home & Kitchen,LED Bulb,Fire-Boltt,SKU-HOM-00275,6539,5810,3428,12,5021,500,SUP0130,4.5,4343,1,04-10-2022
PRD0276,Bajaj Electricals LED Bulb Elite,Home & Kitchen,LED Bulb,Bajaj Electricals,SKU-HOM-00276,18904,13745,9602,12,6927,100,SUP0136,4.0,86,1,18-05-2024
PRD0277,Havells LED Bulb Premium,Home & Kitchen,LED Bulb,Havells,SKU-HOM-00277,12832,10514,5418,12,1607,500,SUP0089,4.7,478,0,23-06-2025
PRD0278,Pebble LED Bulb Elite,Home & Kitchen,LED Bulb,Pebble,SKU-HOM-00278,12121,9889,7104,12,6139,1500,SUP0196,3.2,2296,1,25-11-2024
PRD0279,Finolex LED Bulb Base,Home & Kitchen,LED Bulb,Finolex,SKU-HOM-00279,19163,14819,10330,12,8244,1500,SUP0155,4.7,3318,1,03-03-2023
PRD0280,Crossbeats LED Bulb Elite,Home & Kitchen,LED Bulb,Crossbeats,SKU-HOM-00280,13580,11159,8346,12,5651,750,SUP0072,3.4,4525,1,22-05-2023
PRD0281,Tata Bedsheet Set Base,Home & Kitchen,Bedsheet Set,Tata,SKU-HOM-00281,1520,1112,627,12,5979,2000,SUP0155,4.9,909,1,27-07-2023
PRD0282,Fire-Boltt Bedsheet Set Plus,Home & Kitchen,Bedsheet Set,Fire-Boltt,SKU-HOM-00282,13434,11814,7232,12,1085,3000,SUP0190,3.8,1939,1,27-09-2024
PRD0283,Crossbeats Bedsheet Set Ultra,Home & Kitchen,Bedsheet Set,Crossbeats,SKU-HOM-00283,23067,19713,13143,12,3293,2000,SUP0116,4.1,2033,1,16-05-2024
PRD0284,Usha Bedsheet Set Premium,Home & Kitchen,Bedsheet Set,Usha,SKU-HOM-00284,17036,15085,10666,12,2342,250,SUP0199,3.3,1070,1,24-12-2023
PRD0285,Pebble Bedsheet Set Premium,Home & Kitchen,Bedsheet Set,Pebble,SKU-HOM-00285,17099,13396,9618,12,9172,2000,SUP0154,4.9,4015,1,25-10-2023
PRD0286,Fire-Boltt Bedsheet Set Lite,Home & Kitchen,Bedsheet Set,Fire-Boltt,SKU-HOM-00286,5435,4364,3238,12,9408,5000,SUP0136,3.4,1746,1,29-08-2021
PRD0287,Mivi Bedsheet Set Base,Home & Kitchen,Bedsheet Set,Mivi,SKU-HOM-00287,16932,12301,8771,12,2807,250,SUP0067,3.8,2377,1,03-05-2022
PRD0288,Titan Bedsheet Set Pro,Home & Kitchen,Bedsheet Set,Titan,SKU-HOM-00288,14850,12469,8700,12,3328,2000,SUP0148,3.3,2504,1,08-09-2022
PRD0289,Noise Bedsheet Set Plus,Home & Kitchen,Bedsheet Set,Noise,SKU-HOM-00289,303,267,191,12,7841,3000,SUP0130,4.2,4639,1,16-05-2023
PRD0290,Ambrane Bedsheet Set Classic,Home & Kitchen,Bedsheet Set,Ambrane,SKU-HOM-00290,6045,4550,3141,12,8357,500,SUP0154,4.7,2669,1,24-12-2024
PRD0291,Polycab Curtains Standard,Home & Kitchen,Curtains,Polycab,SKU-HOM-00291,15075,12887,8186,12,8259,1000,SUP0132,4.3,1361,1,07-09-2024
PRD0292,Titan Curtains Elite,Home & Kitchen,Curtains,Titan,SKU-HOM-00292,24038,18583,9687,12,9877,100,SUP0190,4.8,4279,1,23-02-2024
PRD0293,Tata Curtains Lite,Home & Kitchen,Curtains,Tata,SKU-HOM-00293,5371,4140,3066,12,5504,750,SUP0155,3.6,4752,1,20-06-2024
PRD0294,Finolex Curtains Standard,Home & Kitchen,Curtains,Finolex,SKU-HOM-00294,21707,19495,11877,12,7798,100,SUP0020,4.7,2604,1,27-12-2021
PRD0295,Crossbeats Curtains Ultra,Home & Kitchen,Curtains,Crossbeats,SKU-HOM-00295,6768,5709,3951,12,3526,1000,SUP0089,4.8,1391,1,21-04-2023
PRD0296,Bajaj Curtains Lite,Home & Kitchen,Curtains,Bajaj,SKU-HOM-00296,12126,9964,6010,12,6311,1000,SUP0119,3.8,995,1,27-10-2022
PRD0297,Marico Curtains Premium,Home & Kitchen,Curtains,Marico,SKU-HOM-00297,20482,16352,12056,12,5412,100,SUP0154,3.7,4536,1,11-03-2024
PRD0298,Dabur Curtains Plus,Home & Kitchen,Curtains,Dabur,SKU-HOM-00298,955,809,454,12,3057,1000,SUP0161,4.2,3658,1,16-01-2025
PRD0299,Hindusta Unilever Curtains Max,Home & Kitchen,Curtains,Hindusta Unilever,SKU-HOM-00299,15689,12431,7886,12,7942,5000,SUP0089,4.0,13,1,16-12-2024
PRD0300,ITC Curtains Ultra,Home & Kitchen,Curtains,ITC,SKU-HOM-00300,241,216,140,12,7228,1500,SUP0148,4.6,1747,1,04-05-2024
PRD0301,ITC Fiction Novel Plus,Books,Fiction Novel,ITC,SKU-BOO-00301,1512,1192,713,0,3014,500,SUP0084,4.4,2294,1,29-08-2022
PRD0302,Voltas Fiction Novel Classic,Books,Fiction Novel,Voltas,SKU-BOO-00302,2068,1495,849,0,6269,1500,SUP0074,3.6,4916,1,10-05-2025
PRD0303,Reliance Fiction Novel Lite,Books,Fiction Novel,Reliance,SKU-BOO-00303,1671,1345,811,0,9011,2000,SUP0008,4.1,640,1,30-03-2025
PRD0304,Wipro Fiction Novel Base,Books,Fiction Novel,Wipro,SKU-BOO-00304,1142,821,483,0,3903,100,SUP0110,3.4,3039,0,21-12-2023
PRD0305,Tata Fiction Novel Max,Books,Fiction Novel,Tata,SKU-BOO-00305,879,674,352,0,5967,750,SUP0108,3.6,4050,0,07-09-2021
PRD0306,Ambrane Fiction Novel Plus,Books,Fiction Novel,Ambrane,SKU-BOO-00306,580,527,378,0,9197,3000,SUP0110,3.5,1592,1,25-08-2024
PRD0307,Ambrane Fiction Novel Lite,Books,Fiction Novel,Ambrane,SKU-BOO-00307,1447,1256,862,0,3087,1000,SUP0183,4.8,1872,1,06-01-2023
PRD0308,Tata Fiction Novel Elite,Books,Fiction Novel,Tata,SKU-BOO-00308,1873,1487,1071,0,1032,2000,SUP0074,4.3,429,1,16-04-2023
PRD0309,Polycab Fiction Novel Classic,Books,Fiction Novel,Polycab,SKU-BOO-00309,750,660,411,0,9474,100,SUP0152,4.7,1844,1,01-11-2023
PRD0310,Voltas Fiction Novel Plus,Books,Fiction Novel,Voltas,SKU-BOO-00310,132,109,78,0,1415,750,SUP0087,4.9,3476,0,17-11-2022
PRD0311,Havells UPSC Guide Pro,Books,UPSC Guide,Havells,SKU-BOO-00311,822,735,455,0,1393,1500,SUP0019,4.6,2029,1,25-10-2022
PRD0312,Bajaj UPSC Guide Plus,Books,UPSC Guide,Bajaj,SKU-BOO-00312,982,782,542,0,8184,250,SUP0064,4.3,4747,1,26-10-2021
PRD0313,Voltas UPSC Guide Classic,Books,UPSC Guide,Voltas,SKU-BOO-00313,309,232,119,0,8075,250,SUP0010,3.4,462,1,17-02-2023
PRD0314,Infosys UPSC Guide Base,Books,UPSC Guide,Infosys,SKU-BOO-00314,1806,1363,949,0,1173,3000,SUP0064,3.9,3512,1,13-12-2024
PRD0315,Tata UPSC Guide Max,Books,UPSC Guide,Tata,SKU-BOO-00315,1290,1028,541,0,1201,250,SUP0183,4.2,1591,1,09-03-2022
PRD0316,Pidilite UPSC Guide Lite,Books,UPSC Guide,Pidilite,SKU-BOO-00316,1012,826,463,0,1722,100,SUP0129,3.4,4793,1,17-02-2025
PRD0317,Portronics UPSC Guide Classic,Books,UPSC Guide,Portronics,SKU-BOO-00317,1608,1207,696,0,6618,1000,SUP0045,3.8,71,1,01-03-2025
